Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 11/27  04:00:00,55.6248998552,0.0,0.0,0.0,15.863942322,29.242365,6.08917964808,0.0,3.20568,2.88349964808
 11/27  05:00:00,55.8669500221,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 11/27  06:00:00,55.8592538107,0.0,0.0,0.0,15.863942322,29.242365,6.08911821646,0.0,3.20568,2.88343821646
 11/27  07:00:00,73.0283468059,7.82079587941,10.2217772166,0.0,15.863942322,29.818365,50.2661361982,47.0404561982,3.20568,0.02
 11/27  08:00:00,133.961239613,7.82079587941,13.4742768613,0.0,80.527626,29.818365,20.9684886597,14.8764095586,3.20568,2.88639910112
 11/27  09:00:00,188.394958276,8.26251875509,22.1200327701,0.0,80.527626,75.0917375,33.1166777636,0.410253981771,24.0426,8.6638237818
 11/27  10:00:00,208.410987586,9.77019698179,40.5160683727,0.0,80.527626,75.0917375,38.5469681903,0.0,24.0426,14.5043681903
 11/27  11:00:00,236.410507333,12.1636144178,62.0613021487,0.0,80.527626,79.0911225,46.5722282293,0.00180768067246,32.0568,14.5136205486
 11/27  12:00:00,252.614653798,14.5244223631,75.1753201157,0.0,80.527626,79.0911225,46.6103728285,0.00923897244157,32.0568,14.5443338561
 11/27  13:00:00,254.571547414,15.6852928626,76.6845606935,0.0,80.527626,79.0911225,52.4546803881,0.0114603631704,32.0568,20.3864200249
 11/27  14:00:00,254.076967256,17.1137811584,78.7680705628,0.0,80.527626,75.0917375,33.5391313776,0.0251460236213,16.0284,17.485585354
 11/27  15:00:00,260.681413413,18.3173640066,84.1696775132,0.0,80.527626,75.0917375,30.5473334084,0.0116087765554,16.0284,14.5073246318
 11/27  16:00:00,260.990365971,18.7144493585,86.0829966216,0.0,80.527626,73.092045,17.7562222917,0.0306611256926,3.20568,14.519881166
 11/27  17:00:00,242.719064766,13.283121792,73.253622161,0.0,80.527626,73.092045,6.10787274036,0.0156439794786,3.20568,2.88654876088
 11/27  18:00:00,178.53737541,9.28512698534,52.1102572341,0.0,80.527626,29.818365,6.09229766871,0.0,3.20568,2.88661766871
 11/27  19:00:00,168.750614955,8.52124732638,38.8878152169,0.0,80.527626,29.818365,8.96946781384,0.0,3.20568,5.76378781384
 11/27  20:00:00,162.407141275,8.12886625538,32.701588172,0.0,80.527626,29.818365,8.97630344474,0.0,3.20568,5.77062344474
